student_id,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,attendance_percentage,average_score,performance_level
1249,Female,Group B,Associate degree,Free/Reduced,,89.0,57.0,10.0,72.0,52.0,Medium
1250,Female,Group E,Bachelor's degree,Free/Reduced,Completed,79.0,68.0,42.0,91.04,63.0,Medium
1251,Male,Group B,Master's degree,Free/Reduced,Completed,56.0,74.0,9.0,72.49,46.333333333333336,Low
1252,Female,Group A,Some college,Free/Reduced,Completed,71.0,28.0,7.0,98.53,35.333333333333336,Low
1253,Female,Group B,Master's degree,Free/Reduced,Completed,85.0,61.0,71.0,99.32,72.33333333333333,Medium
1254,Female,Group D,High school,Free/Reduced,Completed,97.0,52.0,18.0,86.67,55.666666666666664,Medium
1255,Male,Group C,Bachelor's degree,Free/Reduced,Completed,39.0,44.0,64.0,64.55,49.0,Low
1256,Female,Group B,Some college,Standard,,27.0,26.0,54.0,70.53,35.666666666666664,Low
1257,Female,Group C,Bachelor's degree,Standard,,35.0,33.0,51.0,80.62,39.666666666666664,Low
1258,Male,Group A,Bachelor's degree,Free/Reduced,,55.0,13.0,2.0,94.06,23.333333333333332,Low
1259,Female,Group E,Some college,Standard,,46.0,40.0,52.0,67.4,46.0,Low
1260,Male,Group E,Master's degree,Free/Reduced,Completed,70.0,73.0,43.0,64.18,62.0,Medium
1261,Male,Group C,Master's degree,Standard,Completed,39.0,59.0,95.0,62.98,64.33333333333333,Medium
1262,Male,Group E,Master's degree,Standard,Completed,58.0,41.0,47.0,80.28,48.666666666666664,Low
1263,Male,Group B,Associate degree,Standard,Completed,42.0,50.0,53.0,95.39,48.333333333333336,Low
1264,Male,Group C,Master's degree,Free/Reduced,Completed,91.0,74.0,15.0,61.69,60.0,Medium
1265,Female,Group D,Some college,Free/Reduced,,65.0,10.0,29.0,68.49,34.666666666666664,Low
1266,Male,Group B,Associate degree,Free/Reduced,,8.0,34.0,91.0,87.73,44.333333333333336,Low
1267,Male,Group B,Master's degree,Free/Reduced,,5.0,18.0,27.0,93.03,16.666666666666668,Low
1268,Female,Group B,Associate degree,Standard,Completed,64.0,87.0,15.0,92.3,55.333333333333336,Medium
1269,Male,Group D,Some college,Free/Reduced,Completed,2.0,64.0,50.0,91.4,38.666666666666664,Low
1270,Female,Group A,Master's degree,Standard,,73.0,75.0,32.0,65.19,60.0,Medium
1271,Female,Group E,High school,Free/Reduced,Completed,36.0,60.0,24.0,75.89,40.0,Low
1272,Female,Group C,Some college,Standard,Completed,86.0,46.0,17.0,99.39,49.666666666666664,Low
1273,Male,Group A,Bachelor's degree,Standard,,32.0,13.0,50.0,99.56,31.666666666666668,Low
1274,Male,Group C,Bachelor's degree,Standard,Completed,8.0,66.0,5.0,84.1,26.333333333333332,Low
1275,Male,Group E,Some college,Standard,,52.0,51.0,37.0,88.37,46.666666666666664,Low
1276,Female,Group D,Bachelor's degree,Free/Reduced,,76.0,31.0,43.0,98.05,50.0,Medium
1277,Male,Group B,Some college,Free/Reduced,,91.0,79.0,66.0,78.0,78.66666666666667,High
1278,Male,Group B,High school,Standard,,50.0,51.0,42.0,65.47,47.666666666666664,Low
1279,Male,Group D,Some college,Free/Reduced,Completed,70.0,16.0,5.0,86.76,30.333333333333332,Low
1280,Female,Group A,Master's degree,Free/Reduced,Completed,49.0,39.0,77.0,98.4,55.0,Medium
1281,Female,Group A,Master's degree,Standard,Completed,15.0,67.0,63.0,87.89,48.333333333333336,Low
1282,Male,Group C,Associate degree,Free/Reduced,,49.0,62.0,81.0,92.13,64.0,Medium
1283,Male,Group D,Bachelor's degree,Free/Reduced,Completed,89.0,14.0,79.0,76.91,60.666666666666664,Medium
1284,Male,Group A,Bachelor's degree,Free/Reduced,,50.0,96.0,87.0,63.86,77.66666666666667,High
1285,Male,Group D,Some college,Standard,Completed,38.0,38.0,12.0,66.76,29.333333333333332,Low
1286,Female,Group E,Bachelor's degree,Free/Reduced,Completed,54.0,56.0,64.0,99.31,58.0,Medium
1287,Female,Group B,Master's degree,Standard,,95.0,9.0,37.0,79.73,47.0,Low
1288,Female,Group B,High school,Standard,Completed,35.0,70.0,63.0,60.48,56.0,Medium
1289,Female,Group B,Some college,Standard,,64.0,96.0,13.0,98.21,57.666666666666664,Medium
1290,Male,Group D,Bachelor's degree,Free/Reduced,,84.0,16.0,16.0,79.91,38.666666666666664,Low
1291,Male,Group D,Master's degree,Free/Reduced,Completed,76.0,75.0,76.0,93.45,75.66666666666667,High
1292,Male,Group C,Associate degree,Free/Reduced,Completed,89.0,16.0,12.0,81.94,39.0,Low
1293,Female,Group B,Bachelor's degree,Standard,Completed,44.0,15.0,72.0,64.07,43.666666666666664,Low
1294,Male,Group C,High school,Free/Reduced,Completed,8.0,51.0,5.0,84.62,21.333333333333332,Low
1295,Female,Group B,High school,Standard,,36.0,2.0,5.0,99.9,14.333333333333334,Low
1296,Female,Group C,Bachelor's degree,Free/Reduced,,86.0,50.0,93.0,61.39,76.33333333333333,High
1297,Male,Group C,Bachelor's degree,Standard,Completed,0.0,93.0,36.0,93.67,43.0,Low
1298,Male,Group E,Master's degree,Free/Reduced,Completed,65.0,45.0,56.0,69.42,55.333333333333336,Medium
1299,Male,Group C,Bachelor's degree,Free/Reduced,Completed,62.0,54.0,52.0,75.75,56.0,Medium
1300,Female,Group D,Associate degree,Free/Reduced,,42.0,98.0,45.0,74.91,61.666666666666664,Medium
1301,Male,Group C,Master's degree,Standard,Completed,27.0,25.0,77.0,95.95,43.0,Low
1302,Female,Group B,Some college,Standard,,99.0,75.0,3.0,80.18,59.0,Medium
1303,Male,Group C,Associate degree,Free/Reduced,Completed,30.0,30.0,33.0,77.89,31.0,Low
1304,Female,Group A,Master's degree,Standard,Completed,68.0,80.0,65.0,92.72,71.0,Medium
1305,Female,Group B,Master's degree,Standard,,100.0,100.0,62.0,61.96,87.33333333333333,High
1306,Male,Group A,High school,Standard,,88.0,71.0,60.0,63.46,73.0,Medium
1307,Female,Group B,Master's degree,Free/Reduced,Completed,7.0,18.0,80.0,60.87,35.0,Low
1308,Female,Group D,Associate degree,Free/Reduced,,33.0,89.0,41.0,87.52,54.333333333333336,Medium
1309,Male,Group D,Bachelor's degree,Free/Reduced,,48.0,67.0,77.0,81.02,64.0,Medium
1310,Female,Group D,Associate degree,Standard,Completed,95.0,14.0,63.0,95.04,57.333333333333336,Medium
1311,Male,Group A,Some college,Free/Reduced,,49.0,57.0,16.0,79.94,40.666666666666664,Low
1312,Female,Group E,Master's degree,Standard,,74.0,77.0,60.0,68.87,70.33333333333333,Medium
1313,Male,Group B,Master's degree,Standard,Completed,46.0,29.0,29.0,92.21,34.666666666666664,Low
1314,Male,Group D,Master's degree,Free/Reduced,Completed,24.0,47.0,42.0,71.77,37.666666666666664,Low
1315,Female,Group B,Master's degree,Free/Reduced,,2.0,55.0,92.0,97.43,49.666666666666664,Low
1316,Female,Group A,High school,Free/Reduced,Completed,44.0,41.0,6.0,70.02,30.333333333333332,Low
1317,Female,Group E,High school,Standard,,51.0,23.0,72.0,66.71,48.666666666666664,Low
1318,Female,Group A,Bachelor's degree,Standard,,95.0,51.0,45.0,79.73,63.666666666666664,Medium
1319,Female,Group B,Master's degree,Free/Reduced,,98.0,42.0,22.0,62.02,54.0,Medium
1320,Male,Group E,Some college,Standard,Completed,95.0,33.0,35.0,61.46,54.333333333333336,Medium
1321,Female,Group E,Bachelor's degree,Free/Reduced,,49.0,59.0,13.0,79.84,40.333333333333336,Low
1322,Male,Group A,Master's degree,Free/Reduced,,100.0,82.0,19.0,68.6,67.0,Medium
1323,Male,Group D,High school,Free/Reduced,,68.0,2.0,55.0,60.37,41.666666666666664,Low
1324,Female,Group B,Some college,Free/Reduced,Completed,91.0,67.0,80.0,71.84,79.33333333333333,High
1325,Male,Group C,Bachelor's degree,Free/Reduced,Completed,91.0,10.0,31.0,79.09,44.0,Low
1326,Male,Group C,Some college,Free/Reduced,Completed,7.0,12.0,24.0,75.77,14.333333333333334,Low
1327,Male,Group A,Master's degree,Standard,,26.0,49.0,93.0,65.42,56.0,Medium
1328,Male,Group B,Associate degree,Standard,,79.0,81.0,48.0,83.19,69.33333333333333,Medium
1329,Female,Group B,Some college,Free/Reduced,Completed,62.0,18.0,56.0,88.41,45.333333333333336,Low
1330,Male,Group A,Some college,Free/Reduced,,49.0,43.0,26.0,87.02,39.333333333333336,Low
1331,Female,Group B,High school,Standard,,24.0,51.0,26.0,75.75,33.666666666666664,Low
1332,Female,Group D,Master's degree,Standard,,57.0,37.0,45.0,65.5,46.333333333333336,Low
1333,Male,Group A,Some college,Free/Reduced,,47.0,2.0,94.0,79.98,47.666666666666664,Low
1334,Female,Group D,Master's degree,Free/Reduced,Completed,0.0,98.0,44.0,95.62,47.333333333333336,Low
1335,Female,Group B,Master's degree,Standard,Completed,7.0,64.0,25.0,78.75,32.0,Low
1336,Female,Group A,Master's degree,Free/Reduced,Completed,49.0,34.0,13.0,67.83,32.0,Low
1337,Male,Group B,High school,Standard,,97.0,35.0,47.0,63.72,59.666666666666664,Medium
1338,Female,Group A,Master's degree,Free/Reduced,,49.0,37.0,84.0,97.76,56.666666666666664,Medium
1339,Female,Group B,Bachelor's degree,Standard,Completed,100.0,38.0,91.0,89.72,76.33333333333333,High
1340,Female,Group D,Master's degree,Free/Reduced,Completed,49.0,24.0,14.0,72.52,29.0,Low
1341,Male,Group D,Associate degree,Free/Reduced,Completed,77.0,63.0,93.0,71.81,77.66666666666667,High
1342,Female,Group B,Bachelor's degree,Free/Reduced,,28.0,12.0,88.0,95.81,42.666666666666664,Low
1343,Male,Group A,High school,Standard,Completed,29.0,67.0,50.0,67.1,48.666666666666664,Low
1344,Male,Group C,Associate degree,Free/Reduced,,2.0,69.0,53.0,81.4,41.333333333333336,Low
1345,Male,Group D,Some college,Standard,Completed,6.0,74.0,10.0,88.54,30.0,Low
1346,Male,Group D,Some college,Standard,,99.0,0.0,74.0,75.86,57.666666666666664,Medium
1347,Male,Group C,Bachelor's degree,Standard,,10.0,71.0,27.0,61.6,36.0,Low
1348,Male,Group B,Associate degree,Standard,Completed,31.0,53.0,54.0,69.11,46.0,Low
1349,Female,Group A,Master's degree,Free/Reduced,,58.0,97.0,68.0,96.07,74.33333333333333,Medium
1350,Male,Group B,Associate degree,Free/Reduced,,11.0,8.0,91.0,80.92,36.666666666666664,Low
1351,Female,Group E,Bachelor's degree,Free/Reduced,Completed,78.0,35.0,71.0,92.62,61.333333333333336,Medium
1352,Female,Group D,Master's degree,Standard,Completed,37.0,36.0,25.0,82.23,32.666666666666664,Low
1353,Male,Group E,Master's degree,Free/Reduced,Completed,23.0,58.0,69.0,97.74,50.0,Medium
1354,Female,Group D,Some college,Standard,,64.0,20.0,31.0,96.37,38.333333333333336,Low
1355,Female,Group D,Associate degree,Standard,,17.0,19.0,47.0,79.32,27.666666666666668,Low
1356,Female,Group E,Master's degree,Standard,Completed,45.0,0.0,95.0,72.73,46.666666666666664,Low
1357,Female,Group E,Bachelor's degree,Free/Reduced,Completed,55.0,98.0,11.0,84.07,54.666666666666664,Medium
1358,Male,Group B,Some college,Standard,,62.0,58.0,69.0,87.0,63.0,Medium
1359,Female,Group E,Master's degree,Free/Reduced,Completed,6.0,27.0,76.0,79.93,36.333333333333336,Low
1360,Male,Group B,Associate degree,Free/Reduced,Completed,49.0,70.0,60.0,92.89,59.666666666666664,Medium
1361,Female,Group B,Some college,Free/Reduced,,39.0,55.0,33.0,67.33,42.333333333333336,Low
1362,Female,Group B,Associate degree,Standard,,53.0,8.0,86.0,73.38,49.0,Low
1363,Male,Group D,Associate degree,Free/Reduced,Completed,30.0,64.0,80.0,87.46,58.0,Medium
1364,Female,Group D,Associate degree,Standard,,96.0,35.0,44.0,69.87,58.333333333333336,Medium
1365,Female,Group E,Some college,Standard,,51.0,97.0,50.0,77.59,66.0,Medium
1366,Female,Group D,Master's degree,Standard,Completed,93.0,33.0,64.0,98.55,63.333333333333336,Medium
1367,Male,Group E,High school,Standard,Completed,30.0,80.0,70.0,85.04,60.0,Medium
1368,Female,Group D,Master's degree,Free/Reduced,Completed,33.0,31.0,12.0,97.96,25.333333333333332,Low
1369,Male,Group A,Some college,Free/Reduced,,6.0,65.0,77.0,88.9,49.333333333333336,Low
1370,Female,Group A,High school,Free/Reduced,Completed,88.0,99.0,80.0,88.99,89.0,High
1371,Male,Group E,High school,Free/Reduced,,15.0,24.0,93.0,83.67,44.0,Low
1372,Male,Group D,High school,Standard,Completed,21.0,51.0,47.0,65.69,39.666666666666664,Low
1373,Female,Group D,Bachelor's degree,Standard,,99.0,62.0,48.0,80.79,69.66666666666667,Medium
1374,Female,Group B,Some college,Standard,,52.0,89.0,97.0,70.11,79.33333333333333,High
1375,Male,Group C,Bachelor's degree,Standard,Completed,90.0,44.0,90.0,99.95,74.66666666666667,Medium
1376,Male,Group E,High school,Free/Reduced,,16.0,25.0,57.0,70.68,32.666666666666664,Low
1377,Female,Group C,Bachelor's degree,Free/Reduced,Completed,3.0,20.0,88.0,69.23,37.0,Low
1378,Male,Group C,Bachelor's degree,Standard,Completed,60.0,81.0,98.0,84.96,79.66666666666667,High
1379,Female,Group E,Some college,Standard,,98.0,92.0,50.0,80.44,80.0,High
1380,Female,Group D,Associate degree,Standard,,85.0,50.0,69.0,60.85,68.0,Medium
1381,Female,Group E,Bachelor's degree,Standard,,51.0,23.0,60.0,65.18,44.666666666666664,Low
1382,Female,Group C,Master's degree,Free/Reduced,Completed,34.0,91.0,25.0,92.44,50.0,Medium
1383,Male,Group D,High school,Standard,Completed,43.0,11.0,38.0,79.35,30.666666666666668,Low
1384,Female,Group A,High school,Free/Reduced,Completed,14.0,10.0,57.0,65.84,27.0,Low
1385,Male,Group E,High school,Free/Reduced,Completed,60.0,26.0,26.0,78.61,37.333333333333336,Low
1386,Female,Group E,Master's degree,Standard,Completed,43.0,22.0,39.0,70.13,34.666666666666664,Low
1387,Male,Group D,Bachelor's degree,Standard,Completed,20.0,32.0,30.0,68.94,27.333333333333332,Low
1388,Female,Group A,High school,Free/Reduced,,76.0,79.0,2.0,98.31,52.333333333333336,Medium
1389,Male,Group A,Some college,Free/Reduced,Completed,46.0,91.0,50.0,74.48,62.333333333333336,Medium
1390,Male,Group D,Master's degree,Standard,Completed,74.0,91.0,14.0,61.86,59.666666666666664,Medium
1391,Female,Group B,Associate degree,Free/Reduced,Completed,49.0,37.0,53.0,98.81,46.333333333333336,Low
1392,Female,Group E,Bachelor's degree,Standard,Completed,52.0,54.0,69.0,91.79,58.333333333333336,Medium
1393,Female,Group E,Bachelor's degree,Standard,,26.0,69.0,10.0,70.18,35.0,Low
1394,Female,Group C,Some college,Free/Reduced,,30.0,41.0,29.0,76.36,33.333333333333336,Low
1395,Male,Group D,Associate degree,Free/Reduced,,43.0,28.0,34.0,94.49,35.0,Low
1396,Female,Group C,Associate degree,Standard,Completed,31.0,33.0,42.0,74.3,35.333333333333336,Low
1397,Male,Group C,Master's degree,Standard,Completed,29.0,56.0,60.0,82.7,48.333333333333336,Low
1398,Male,Group A,Bachelor's degree,Free/Reduced,Completed,17.0,2.0,39.0,81.39,19.333333333333332,Low
1399,Female,Group E,Master's degree,Free/Reduced,,62.0,5.0,92.0,76.05,53.0,Medium
1400,Male,Group C,Some college,Free/Reduced,Completed,15.0,47.0,86.0,85.58,49.333333333333336,Low
1401,Male,Group A,Some college,Free/Reduced,Completed,34.0,63.0,41.0,78.93,46.0,Low
1402,Male,Group D,Some college,Standard,,61.0,51.0,41.0,60.85,51.0,Medium
1403,Male,Group C,Some college,Standard,,8.0,35.0,2.0,92.58,15.0,Low
1404,Female,Group E,High school,Standard,Completed,61.0,78.0,89.0,64.53,76.0,High
1405,Female,Group C,High school,Free/Reduced,,49.0,69.0,77.0,78.56,65.0,Medium
1406,Female,Group D,Master's degree,Free/Reduced,Completed,50.0,32.0,82.0,83.2,54.666666666666664,Medium
1407,Female,Group C,Bachelor's degree,Standard,Completed,100.0,75.0,84.0,88.22,86.33333333333333,High
1408,Male,Group E,High school,Free/Reduced,,9.0,56.0,20.0,76.43,28.333333333333332,Low
1409,Male,Group A,Master's degree,Free/Reduced,Completed,51.0,54.0,72.0,89.42,59.0,Medium
1410,Female,Group E,Associate degree,Free/Reduced,,11.0,12.0,76.0,65.25,33.0,Low
1411,Female,Group A,Bachelor's degree,Free/Reduced,,71.0,51.0,52.0,86.14,58.0,Medium
1412,Female,Group B,High school,Free/Reduced,Completed,61.0,50.0,43.0,93.05,51.333333333333336,Medium
1413,Male,Group E,Associate degree,Free/Reduced,,2.0,91.0,45.0,95.58,46.0,Low
1414,Female,Group E,Master's degree,Standard,Completed,82.0,52.0,36.0,83.18,56.666666666666664,Medium
1415,Female,Group D,High school,Standard,Completed,49.0,35.0,37.0,72.52,40.333333333333336,Low
1416,Female,Group C,High school,Standard,,7.0,4.0,87.0,66.53,32.666666666666664,Low
1417,Male,Group A,Master's degree,Standard,,89.0,24.0,37.0,73.82,50.0,Medium
1418,Male,Group A,High school,Free/Reduced,,22.0,80.0,10.0,81.6,37.333333333333336,Low
1419,Male,Group D,Some college,Standard,Completed,9.0,36.0,92.0,67.85,45.666666666666664,Low
1420,Male,Group D,High school,Standard,Completed,17.0,18.0,44.0,98.1,26.333333333333332,Low
1421,Male,Group C,Bachelor's degree,Standard,Completed,75.0,34.0,63.0,95.89,57.333333333333336,Medium
1422,Male,Group C,Associate degree,Standard,Completed,38.0,33.0,43.0,61.32,38.0,Low
1423,Male,Group E,Bachelor's degree,Free/Reduced,Completed,25.0,53.0,80.0,82.48,52.666666666666664,Medium
1424,Male,Group B,Master's degree,Free/Reduced,Completed,10.0,45.0,61.0,91.57,38.666666666666664,Low
1425,Female,Group C,Bachelor's degree,Standard,Completed,9.0,5.0,89.0,69.82,34.333333333333336,Low
1426,Female,Group D,Some college,Standard,,2.0,82.0,50.0,80.96,44.666666666666664,Low
1427,Male,Group C,Master's degree,Free/Reduced,Completed,61.0,0.0,89.0,76.24,50.0,Medium
1428,Male,Group A,Bachelor's degree,Free/Reduced,Completed,70.0,70.0,11.0,67.86,50.333333333333336,Medium
1429,Female,Group B,Master's degree,Standard,,60.0,33.0,81.0,84.59,58.0,Medium
1430,Male,Group E,High school,Free/Reduced,Completed,3.0,55.0,8.0,99.75,22.0,Low
1431,Male,Group A,Some college,Free/Reduced,Completed,60.0,82.0,66.0,74.61,69.33333333333333,Medium
1432,Male,Group A,Bachelor's degree,Standard,,7.0,96.0,73.0,82.1,58.666666666666664,Medium
1433,Female,Group B,Master's degree,Free/Reduced,Completed,12.0,25.0,1.0,73.11,12.666666666666666,Low
1434,Female,Group E,Bachelor's degree,Standard,,11.0,41.0,7.0,95.08,19.666666666666668,Low
1435,Female,Group D,High school,Standard,Completed,34.0,90.0,42.0,94.58,55.333333333333336,Medium
1436,Female,Group E,Associate degree,Free/Reduced,Completed,53.0,37.0,17.0,67.15,35.666666666666664,Low
1437,Female,Group C,Master's degree,Free/Reduced,,50.0,25.0,51.0,96.0,42.0,Low
1438,Male,Group A,Associate degree,Free/Reduced,,42.0,98.0,38.0,66.06,59.333333333333336,Medium
1439,Female,Group C,Master's degree,Free/Reduced,Completed,99.0,58.0,30.0,63.82,62.333333333333336,Medium
1440,Male,Group D,Master's degree,Free/Reduced,Completed,65.0,83.0,13.0,86.12,53.666666666666664,Medium
1441,Male,Group C,Bachelor's degree,Free/Reduced,,14.0,23.0,50.0,75.44,29.0,Low
1442,Female,Group E,Some college,Standard,Completed,48.0,20.0,96.0,81.23,54.666666666666664,Medium
1443,Female,Group C,Bachelor's degree,Free/Reduced,,33.0,59.0,92.0,86.1,61.333333333333336,Medium
1444,Male,Group D,High school,Standard,,38.0,89.0,43.0,62.11,56.666666666666664,Medium
1445,Male,Group D,Master's degree,Free/Reduced,,25.0,19.0,59.0,71.72,34.333333333333336,Low
1446,Male,Group D,Some college,Free/Reduced,Completed,68.0,5.0,96.0,78.44,56.333333333333336,Medium
1447,Female,Group E,Master's degree,Free/Reduced,Completed,47.0,66.0,98.0,70.66,70.33333333333333,Medium
1448,Female,Group D,Master's degree,Free/Reduced,Completed,88.0,9.0,1.0,61.96,32.666666666666664,Low
1449,Female,Group A,Bachelor's degree,Free/Reduced,,50.0,11.0,98.0,63.47,53.0,Medium
1450,Female,Group D,Some college,Standard,Completed,97.0,96.0,31.0,92.07,74.66666666666667,Medium
1451,Female,Group C,Some college,Standard,,3.0,21.0,35.0,96.46,19.666666666666668,Low
1452,Male,Group C,Master's degree,Standard,,97.0,61.0,54.0,66.09,70.66666666666667,Medium
1453,Female,Group C,Some college,Free/Reduced,Completed,49.0,60.0,86.0,69.97,65.0,Medium
1454,Male,Group E,Some college,Free/Reduced,Completed,41.0,79.0,62.0,86.09,60.666666666666664,Medium
1455,Male,Group C,Bachelor's degree,Free/Reduced,,55.0,16.0,68.0,98.17,46.333333333333336,Low
1456,Male,Group E,Associate degree,Standard,Completed,49.0,9.0,79.0,71.98,45.666666666666664,Low
1457,Female,Group E,High school,Standard,,68.0,11.0,39.0,94.21,39.333333333333336,Low
1458,Female,Group D,Associate degree,Free/Reduced,Completed,17.0,82.0,23.0,80.24,40.666666666666664,Low
1459,Female,Group A,Some college,Standard,,60.0,39.0,57.0,98.26,52.0,Medium
1460,Male,Group D,Master's degree,Free/Reduced,Completed,49.0,22.0,27.0,65.45,32.666666666666664,Low
1461,Male,Group D,High school,Free/Reduced,,49.0,39.0,61.0,98.95,49.666666666666664,Low
1462,Male,Group E,High school,Standard,Completed,49.0,73.0,24.0,77.64,48.666666666666664,Low
1463,Male,Group E,Master's degree,Standard,,83.0,73.0,6.0,98.12,54.0,Medium
1464,Male,Group C,High school,Standard,,69.0,49.0,37.0,78.35,51.666666666666664,Medium
